Nom,Sexe,Âge,Département,Fonction,Service,Date d'embauche,Salaire de base,Prime,Statut,Salaire total
Frédérique Petit,Homme,58,Alibori,Comptable,RH,7/11/2018,482496.77,117265.28,CDD,599762.05
Aurore Fischer-Dos Santos,Femme,46,Collines,Technicien,Technique,9/24/2019,178134.21,15256.68,Consultant,193390.88999999998
Margot Dubois-Vidal,Homme,28,Collines,Commercial,Finance,1/15/2020,342439.53,40950.84,CDD,383390.37
Marcel Ramos-Millet,Femme,46,Mono,Comptable,Support,9/15/2024,440525.18,40823.45,Stage,481348.63
Guy-Léon Étienne,Homme,43,Couffo,Commercial,Commercial,7/18/2021,278721.2,81513.37,CDI,360234.57
Amélie Boulay,Femme,26,Alibori,Commercial,Support,7/30/2017,194254.11,8621.62,Consultant,202875.72999999998
Nathalie Joseph,Homme,60,Atlantique,Comptable,Technique,2/25/2023,438792.98,103900.2,CDD,542693.1799999999
Cécile de Tanguy,Femme,55,Atacora,Comptable,Technique,2/23/2017,164995.43,24651.93,Consultant,189647.36
Élodie Torres,Femme,44,Zou,Chargé de clientèle,RH,12/12/2021,109660.81,20636.63,Stage,130297.44
Émilie Clerc,Homme,41,Couffo,Commercial,IT,6/23/2017,322660.58,11597.61,CDI,334258.19
Léon Samson,Femme,30,Couffo,Commercial,Technique,10/17/2020,256579.61,33258.43,CDI,289838.04
Isaac Bernard de Caron,Homme,58,Atlantique,Chargé de clientèle,RH,9/5/2022,354428,29184.87,Consultant,383612.87
Marine-Alexandrie Legendre,Femme,37,Collines,Développeur,Commercial,6/27/2018,182053.63,53378.96,CDD,235432.59
Alex Humbert,Femme,41,Atlantique,Commercial,Technique,8/10/2023,142250.9,18475.83,Stage,160726.72999999998
Gilbert Collin,Homme,41,Plateau,Développeur,IT,3/15/2017,298275.76,22328.5,Stage,320604.26
Jeannine De Sousa,Homme,51,Plateau,Comptable,Technique,12/19/2019,469201.28,96694.14,CDD,565895.42
Adèle Leconte,Homme,30,Ouémé,Comptable,Support,6/22/2024,330163.57,63614.08,Consultant,393777.65
Margaux Diaz,Homme,52,Borgou,Technicien,Commercial,5/14/2017,450836.98,135036.98,CDD,585873.96
Arthur Rousset,Homme,22,Plateau,Chargé de clientèle,Support,3/3/2023,427043.01,22768.6,CDD,449811.61
Julie Launay,Femme,55,Mono,Chargé de clientèle,Commercial,6/20/2019,399051.96,24769.24,Stage,423821.2
Auguste Chartier,Femme,36,Atlantique,Manager,Commercial,1/28/2021,227621.28,60200,CDD,287821.28
Philippe Maury-Lebreton,Homme,42,Alibori,Développeur,Finance,1/22/2023,153962.85,1883.77,Stage,155846.62
Élodie Neveu,Homme,38,Littoral,Chargé de clientèle,IT,12/7/2021,153504.42,2671.47,CDI,156175.89
Thérèse Guillaume-Leclercq,Homme,51,Atlantique,RH,Support,12/23/2015,278880.7,61592.42,CDI,340473.12
Jeanne Raymond,Femme,58,Alibori,Technicien,Finance,8/9/2023,101538.85,16923.52,Consultant,118462.37000000001
Constance-Susan Pelletier,Homme,37,Borgou,Chargé de clientèle,Technique,8/19/2023,398515.02,5273.98,Stage,403789
Guillaume Courtois du Bertrand,Femme,53,Plateau,Chargé de clientèle,Finance,1/5/2016,240457.96,24049.52,Stage,264507.48
Jules Brunel Le Bourgeois,Homme,55,Couffo,Commercial,Commercial,7/15/2020,298938.09,85051.13,CDI,383989.22000000003
René de la Gérard,Femme,37,Atlantique,Manager,Finance,4/3/2021,238986.32,26556.99,Stage,265543.31
Matthieu Grondin de Gros,Homme,36,Mono,Développeur,IT,1/7/2020,240522.46,12319.6,CDI,252842.06
Jeanne Baron,Femme,54,Collines,RH,Finance,6/4/2021,333652.99,89701.24,CDD,423354.23
Nath-Stéphanie Gaillard,Femme,40,Ouémé,Comptable,IT,12/19/2016,185366.7,51650.82,CDD,237017.52000000002
Margot Deschamps Le Pons,Femme,24,Ouémé,RH,Support,3/1/2022,454644.27,115115.02,CDI,569759.29
Victor Renault,Homme,28,Collines,Développeur,RH,10/17/2016,210261.65,2285,Consultant,212546.65
Suzanne Jacquet,Homme,43,Atlantique,Manager,Technique,7/4/2016,87031.48,20269.95,Stage,107301.43
Lucie Humbert,Femme,23,Mono,Technicien,RH,7/7/2020,101719.07,1996.61,CDI,103715.68000000001
Françoise Le Fernandez,Femme,33,Ouémé,RH,Finance,2/26/2021,306560.99,38561.75,Consultant,345122.74
Victor Laroche,Homme,51,Donga,Chargé de clientèle,IT,10/8/2017,175445.63,21255.79,Consultant,196701.42
Gilles Mercier,Femme,43,Atacora,Chargé de clientèle,Finance,7/30/2017,181739.6,35722.14,Consultant,217461.74
Thomas Humbert-Bertrand,Femme,41,Collines,Développeur,Support,6/23/2020,149792.23,7855.15,Stage,157647.38
Paulette Gomez,Femme,40,Collines,Commercial,Technique,4/9/2024,166373.55,14758.62,CDD,181132.16999999998
Rémy Barre-Blanchard,Femme,51,Donga,Technicien,Commercial,1/18/2024,260854.38,57320.81,CDI,318175.19
Adélaïde Ollivier,Femme,39,Mono,Manager,Finance,8/4/2020,312694.91,54893.96,Consultant,367588.87
Luc-Théodore Barthelemy,Homme,33,Zou,Chargé de clientèle,Support,4/17/2019,304069.73,78728.16,CDI,382797.89
Maurice Bernard,Homme,38,Ouémé,RH,Finance,2/18/2019,293042.86,56654.77,CDD,349697.63
Lucy Coulon,Femme,39,Littoral,Comptable,IT,5/22/2021,144867.27,23306.74,CDD,168174.00999999998
Corinne du Cordier,Femme,57,Atlantique,Développeur,Support,11/25/2018,427550.17,96526.73,Stage,524076.89999999997
Margot Becker,Femme,51,Zou,Manager,Finance,2/13/2017,110033.74,10798.94,CDI,120832.68000000001
Bernard Texier,Femme,29,Collines,Manager,Commercial,3/4/2019,349215.4,37287.92,CDI,386503.32
Paul Barbier Le Dubois,Homme,50,Atlantique,Comptable,Commercial,2/3/2016,406647.95,93110.4,Consultant,499758.35
Édouard du Delahaye,Homme,58,Collines,Manager,Support,11/18/2022,280610.11,55794.32,CDD,336404.43
Aimé Jean,Femme,34,Atacora,Développeur,RH,11/22/2017,225289.81,127.2,Consultant,225417.01
Georges Delattre,Homme,34,Alibori,Développeur,Finance,2/9/2018,151780.22,23474.36,CDI,175254.58000000002
Susanne-Laetitia Legros,Femme,54,Littoral,Chargé de clientèle,IT,3/30/2017,208975.44,58007.85,CDD,266983.29
Robert Henry,Homme,22,Mono,Manager,IT,2/8/2020,187094.35,22708.02,Consultant,209802.37
Georges Georges,Homme,53,Borgou,Commercial,RH,4/24/2017,465650.16,45745.89,Stage,511396.05
Pénélope-Jacqueline Laine,Homme,43,Alibori,RH,Support,4/15/2024,110837.34,29216.09,CDD,140053.43
Françoise Bourdon,Femme,51,Alibori,Chargé de clientèle,RH,2/20/2024,407070.81,81491.14,CDD,488561.95
Inès Coulon du Georges,Femme,41,Ouémé,Commercial,Technique,4/13/2016,447547.45,134018.26,Stage,581565.71
Stéphane Dupont,Femme,43,Alibori,Commercial,Finance,12/5/2021,267869.72,25520.64,Consultant,293390.36
Denis David,Femme,45,Atlantique,Technicien,RH,4/2/2017,324567.89,55589.03,Stage,380156.92000000004
Roger Coste,Femme,56,Plateau,RH,RH,2/27/2021,234806.53,19783.17,CDD,254589.7
René Torres,Homme,33,Alibori,Comptable,RH,6/7/2018,289154.39,28266.82,Consultant,317421.21
Élisabeth Bruneau,Homme,53,Donga,Manager,IT,1/16/2024,386886.87,14464.75,CDD,401351.62
Paul Gomez,Femme,56,Littoral,Chargé de clientèle,IT,6/5/2021,428055.39,43568.05,Stage,471623.44
Georges Alves,Homme,48,Couffo,Technicien,Commercial,12/10/2020,428461.48,8360.73,CDI,436822.20999999996
Pierre Michel,Homme,23,Atacora,Comptable,Commercial,2/10/2023,173245.9,24871.69,Stage,198117.59
Isaac du Étienne,Homme,56,Plateau,Manager,Finance,9/25/2019,340475.96,77378.24,CDI,417854.2
Alex Gonzalez-Vallet,Homme,34,Donga,Chargé de clientèle,RH,2/27/2018,162953.4,20700.54,CDD,183653.94
Olivie Aubert,Femme,48,Couffo,Développeur,Technique,5/7/2017,342989.11,10967.47,CDI,353956.57999999996
Guy Becker,Femme,37,Zou,Comptable,Technique,7/13/2021,93901.41,9371.24,CDD,103272.65000000001
Robert Valentin du Albert,Homme,40,Couffo,Développeur,Commercial,8/31/2021,395468.02,81752.36,Consultant,477220.38
Nath Pons,Femme,34,Atacora,Commercial,IT,4/21/2017,461316.62,81316.79,Consultant,542633.41
Tristan Guichard,Femme,32,Plateau,Chargé de clientèle,RH,5/16/2020,171321.12,38624.62,CDD,209945.74
Colette Lopez,Femme,23,Borgou,Commercial,Finance,2/17/2021,286769.19,71544.46,CDD,358313.65
Valentine Blot Le Hardy,Femme,55,Alibori,Développeur,Commercial,6/12/2019,182228.37,36243.2,Consultant,218471.57
Franck Deschamps,Homme,43,Plateau,Développeur,IT,8/21/2021,474941.26,138682.05,CDI,613623.31
Geneviève Guillaume,Femme,49,Collines,Commercial,IT,1/28/2023,454912.63,13081.38,CDD,467994.01
Jacqueline Gonzalez,Homme,58,Littoral,Technicien,Technique,1/24/2024,190512.58,2198.16,Consultant,192710.74
Rémy Bourdon,Femme,58,Littoral,Commercial,Technique,10/30/2019,131438.84,33990.02,Stage,165428.86
Célina Allain,Homme,37,Zou,Comptable,Commercial,2/26/2023,461344.78,40487.7,Stage,501832.48000000004
Marianne du Martin,Homme,45,Atlantique,Comptable,Technique,11/3/2023,280208.26,57330.22,Stage,337538.48
Gilles de Clerc,Homme,47,Atlantique,Comptable,Technique,1/18/2016,134979.93,20748.24,CDI,155728.16999999998
Victoire Diallo,Homme,34,Ouémé,Technicien,Support,4/13/2019,275772.55,45584.32,CDD,321356.87
Stéphane Le Muller,Homme,25,Couffo,RH,Commercial,5/26/2022,118855.22,25735.19,CDD,144590.41
Auguste Coulon de la Lamy,Femme,57,Collines,RH,IT,7/15/2021,132696.08,8919.38,CDI,141615.46
Michèle de la Da Costa,Homme,31,Atacora,Commercial,RH,4/9/2021,340667.93,52868.84,Consultant,393536.77
Anouk Martinez du Gauthier,Femme,30,Donga,Manager,IT,3/14/2016,426154.94,110463.84,CDD,536618.78
Nicolas Reynaud,Homme,57,Atlantique,RH,IT,3/11/2019,173524.28,45790.02,Stage,219314.3
Louis Marie,Homme,31,Borgou,Manager,IT,1/14/2023,372527.71,9176.9,CDI,381704.61000000004
Charlotte Masson,Homme,46,Couffo,Commercial,Support,1/25/2016,452714.36,19163.79,CDD,471878.14999999997
Agathe Brunel-Salmon,Homme,24,Donga,Manager,Technique,7/4/2016,441682.85,2535.81,Stage,444218.66
Valérie du Meunier,Femme,47,Mono,Chargé de clientèle,Technique,8/8/2023,314909.5,29268.3,CDI,344177.8
Alix de Leroux,Homme,52,Zou,Manager,Commercial,8/30/2024,447624.24,79390.35,Consultant,527014.59
Yves Leroux,Homme,33,Couffo,Commercial,Finance,7/11/2018,363756.67,86072.74,CDI,449829.41
Margot Voisin,Homme,52,Plateau,Développeur,Technique,11/26/2015,288559.82,67672.12,CDD,356231.94
Amélie-Dorothée Dumont,Femme,31,Atacora,Développeur,RH,3/8/2016,399501.17,71911.42,Stage,471412.58999999997
Claire Valentin,Femme,53,Donga,Commercial,Support,4/9/2018,85743.22,9493.87,CDI,95237.09
Thérèse Laporte,Homme,45,Plateau,Commercial,Support,7/4/2018,157018.39,13441.41,CDI,170459.80000000002
Éric Leduc,Femme,47,Zou,Manager,Finance,12/17/2023,236371.67,67349.29,Stage,303720.96
Aurélie Carre,Homme,50,Alibori,Technicien,Finance,9/16/2021,229745.59,27413.48,Consultant,257159.07
Amélie Couturier du Barbe,Homme,31,Collines,Commercial,Finance,8/14/2017,300897.48,15938.15,CDD,316835.63
Grégoire Samson,Homme,35,Collines,Comptable,IT,1/2/2021,480271.65,110198.92,CDI,590470.5700000001
Émile Gilles,Femme,22,Ouémé,Commercial,Commercial,4/19/2016,244697.57,59059.48,Consultant,303757.05
Frédéric Germain,Homme,33,Atacora,Comptable,RH,3/28/2022,240251.72,28385.01,CDD,268636.73
Patricia Colas-Texier,Femme,59,Atacora,Comptable,Commercial,7/7/2017,211460.15,9575.58,Consultant,221035.72999999998
Étienne Guyon-Ollivier,Femme,49,Couffo,RH,RH,8/29/2016,112890.46,32226.86,Stage,145117.32
Arnaude Menard,Femme,23,Alibori,Technicien,Technique,4/19/2019,309908.56,91441.25,CDD,401349.81
Cécile Ferreira,Femme,56,Alibori,Comptable,RH,6/3/2017,273173.61,73528.29,CDD,346701.89999999997
Vincent Sanchez,Femme,56,Ouémé,Chargé de clientèle,IT,8/5/2022,477839.65,91366.54,CDD,569206.1900000001
Robert Guyot,Femme,28,Ouémé,Comptable,IT,10/12/2017,416167.14,48973.11,Consultant,465140.25
Diane Rossi,Homme,37,Mono,Développeur,Finance,12/21/2022,445236.22,132948.4,CDD,578184.62
Julien Ruiz,Homme,43,Atlantique,RH,RH,2/3/2024,305865.03,52542,CDI,358407.03
Louise Lefort,Femme,34,Alibori,Technicien,IT,11/21/2017,259189.39,627.63,CDI,259817.02000000002
Paulette du Neveu,Homme,59,Zou,Commercial,Finance,2/15/2022,124122.31,565.47,CDI,124687.78
Inès-Océane Maury,Homme,53,Zou,Technicien,RH,9/1/2021,453373.19,60297.45,CDD,513670.64
Marc Maillard Le Bouvet,Femme,42,Borgou,Technicien,Finance,7/28/2018,81105.22,13838.04,CDI,94943.26000000001
Luc Blanc,Femme,40,Littoral,Commercial,Finance,12/1/2023,147113.07,27718.54,Stage,174831.61000000002
Josette Daniel,Homme,26,Ouémé,Commercial,Finance,1/5/2024,188165.14,16528.36,Consultant,204693.5
Marthe Le Gosselin,Homme,39,Alibori,Développeur,Support,9/9/2023,395814.69,104187.6,CDI,500002.29000000004
Maggie de la Blanchet,Femme,52,Mono,Manager,Technique,6/26/2022,411075.13,89695.88,CDD,500771.01
Hugues Antoine Le Lemonnier,Femme,49,Plateau,Comptable,Finance,2/4/2017,429264.92,39873.61,CDD,469138.52999999997
Susan Le Riou,Homme,35,Atacora,Comptable,IT,8/5/2020,338110.32,91159.82,Consultant,429270.14
Christiane Ruiz de Roux,Femme,43,Atlantique,Commercial,Support,11/8/2022,445410.34,50776.34,CDI,496186.68000000005
Olivier Muller,Femme,34,Littoral,Manager,RH,1/12/2017,152044.93,21310,Stage,173354.93
Philippine Normand-Gonzalez,Homme,52,Couffo,RH,Commercial,3/14/2016,452077.79,14670.92,CDI,466748.70999999996
Louise Couturier,Femme,56,Couffo,Technicien,RH,1/7/2021,159585.63,34550.41,CDI,194136.04
Nathalie Maillot,Femme,34,Alibori,Commercial,IT,5/4/2018,410449.5,86881.45,CDI,497330.95
Alexandrie Lelièvre,Femme,57,Collines,Commercial,RH,9/30/2022,401015.72,14161.62,Consultant,415177.33999999997
Camille-Hélène Marques,Femme,45,Alibori,Commercial,IT,1/24/2016,278052.48,40949.19,CDI,319001.67
Sophie-Renée Briand,Homme,55,Couffo,Développeur,Support,5/7/2017,186477.58,32959.1,Stage,219436.68
Odette Barbier,Homme,57,Collines,Manager,Support,2/27/2024,145315.75,21230.29,Consultant,166546.04
Alexandrie Lenoir,Femme,29,Plateau,Commercial,Technique,2/20/2017,499923.76,101645.76,CDI,601569.52
Geneviève-Élisabeth Besson,Femme,42,Mono,Comptable,Finance,3/29/2023,350834.46,38009.58,Stage,388844.04000000004
Laetitia Berthelot,Femme,38,Littoral,Chargé de clientèle,Technique,11/7/2015,131010.83,11947.22,CDD,142958.05
Madeleine Lacombe,Femme,44,Borgou,Technicien,IT,4/2/2023,233104.42,62595.35,CDD,295699.77
Isaac Chauvet-Leclercq,Homme,59,Donga,Comptable,Finance,7/4/2021,497119.33,13905.74,CDI,511025.07
Luce Coste de la Philippe,Femme,42,Couffo,RH,RH,4/9/2021,95433.74,18945.91,Consultant,114379.65000000001
Capucine Pires,Homme,30,Donga,RH,Technique,8/19/2023,491577.57,2465.61,CDI,494043.18
Colette Hamon,Homme,32,Borgou,Technicien,Technique,7/21/2016,347094.37,23956.48,Stage,371050.85
Pénélope de Roussel,Homme,41,Zou,Commercial,Finance,10/11/2019,170697.62,48329.58,Stage,219027.2
Tristan de Laroche,Homme,32,Littoral,Technicien,Finance,11/4/2021,330500.21,6834.36,CDI,337334.57
Colette Diaz du Martinez,Femme,33,Couffo,Manager,Technique,8/29/2017,300120.28,87925.6,CDD,388045.88
Émile Leconte,Homme,28,Mono,Développeur,Support,8/31/2018,289680.63,74827.05,CDD,364507.68
Hélène-Geneviève Legros,Femme,45,Zou,RH,Finance,8/30/2023,429573.39,58936.77,Stage,488510.16000000003
Franck Devaux,Homme,37,Atlantique,RH,Support,6/2/2019,416799.51,38601.36,Stage,455400.87
Joséphine-Agnès Morvan,Femme,30,Atacora,Développeur,Finance,9/8/2021,344734.3,86218.04,CDD,430952.33999999997
Sophie-Paulette Rousseau,Homme,41,Zou,Développeur,IT,2/2/2016,211563.83,29377.85,CDD,240941.68
Jérôme Imbert,Femme,47,Atlantique,Technicien,Commercial,8/29/2022,327133.02,11575.95,CDD,338708.97000000003
Élise-Manon Maillard,Homme,36,Zou,Manager,RH,9/15/2021,197083.65,55972.91,CDI,253056.56
Gérard-Arthur Leclercq,Femme,35,Collines,Développeur,RH,4/1/2019,208041.97,10304.12,CDD,218346.09
Isaac Léger de la Goncalves,Femme,35,Plateau,Chargé de clientèle,RH,12/19/2021,191035.99,33805.76,Stage,224841.75
Claire Leduc,Homme,39,Donga,Technicien,Finance,6/11/2021,346524.2,77361.02,Stage,423885.22000000003
Laurent Renaud-Lévêque,Homme,43,Atlantique,Chargé de clientèle,Finance,7/17/2020,342502.67,75849.03,Consultant,418351.69999999995
Pénélope Robin Le Perrier,Femme,23,Mono,Commercial,Finance,3/21/2022,393983.1,9440.87,CDD,403423.97
Zacharie Boyer,Femme,25,Littoral,Technicien,Technique,12/25/2018,374893.17,12529.74,CDD,387422.91
Matthieu Philippe Le Barre,Homme,25,Littoral,Comptable,Support,6/24/2023,195432.27,11390.41,Stage,206822.68
Marguerite Marie de la Delmas,Homme,34,Collines,RH,RH,1/24/2017,267130.31,30870.69,CDI,298001
Guillaume Bodin,Homme,49,Littoral,Commercial,Commercial,12/5/2018,116439.26,21737.16,CDI,138176.41999999998
Aurore Maréchal,Femme,43,Alibori,Technicien,Technique,8/16/2018,340629.12,24017.06,Consultant,364646.18
Gabriel Lenoir,Homme,43,Plateau,Comptable,Finance,6/22/2022,108342,17715.7,CDD,126057.7
Antoine Martel,Homme,42,Mono,Développeur,RH,12/4/2016,324950.34,28820.96,Stage,353771.30000000005
Aimée Gillet,Femme,33,Ouémé,Manager,RH,2/10/2017,268345.16,35069.91,CDD,303415.06999999995
Yves-Roger Pelletier,Femme,28,Ouémé,Commercial,Support,8/13/2021,237004.35,67003.37,Consultant,304007.72
Jérôme Nicolas,Homme,34,Atlantique,Comptable,Support,7/15/2021,334206.35,86755.38,CDD,420961.73
Madeleine Gérard,Homme,57,Collines,Technicien,Technique,10/31/2019,84256.42,3243.55,Consultant,87499.97
Éric de Petit,Homme,60,Littoral,Chargé de clientèle,Technique,10/11/2016,305124.59,90909.03,CDD,396033.62
Martin Dias,Homme,52,Couffo,RH,RH,4/14/2017,291696.35,49436.29,Stage,341132.63999999996
Raymond Thomas,Femme,38,Atacora,Commercial,IT,2/13/2016,235796.07,46663.68,CDI,282459.75
Maurice Da Silva,Homme,28,Plateau,Chargé de clientèle,Commercial,8/28/2024,468485.28,74421.86,CDD,542907.14
Caroline Moreno,Homme,56,Atlantique,Commercial,RH,7/13/2021,462902.03,136137.77,Consultant,599039.8
Philippe Guillet,Femme,42,Zou,Commercial,IT,1/30/2020,226450.94,7826.84,Stage,234277.78
Aurore-Christine Aubert,Femme,51,Mono,Manager,Technique,6/19/2024,367372.56,109178.6,Stage,476551.16000000003
Arnaude-Agnès Blanchard,Homme,40,Zou,RH,RH,10/20/2024,398564.59,52018.36,Stage,450582.95
Alice du Couturier,Femme,56,Collines,Manager,IT,1/6/2018,375488.02,41225.48,CDI,416713.5
Frédérique Renaud,Femme,27,Plateau,Commercial,Finance,12/12/2015,106538.02,25131.41,CDI,131669.43
Michel Nicolas,Femme,43,Zou,Commercial,IT,1/1/2021,361374.58,43684.34,Stage,405058.92000000004
Adrien Barre,Homme,45,Couffo,Comptable,IT,1/1/2021,161810.12,46321.22,CDI,208131.34
Robert Berthelot,Homme,39,Donga,Commercial,RH,2/16/2022,399344.87,116361.76,Stage,515706.63
Martine de la Ollivier,Homme,22,Atlantique,Chargé de clientèle,RH,8/24/2019,295954.8,78988.7,CDI,374943.5
Jacques Renard,Femme,50,Ouémé,RH,Commercial,2/6/2022,173030.64,42960.68,Consultant,215991.32
Jeanne Camus,Homme,52,Atacora,Chargé de clientèle,RH,12/4/2020,84947.01,3670.46,Stage,88617.47
Véronique Le Legros,Homme,49,Zou,Chargé de clientèle,IT,7/9/2019,110638.83,31767.45,Stage,142406.28
Benjamin-Olivier Pinto,Homme,60,Littoral,Chargé de clientèle,Technique,8/25/2018,478528.25,134700.96,CDI,613229.21
Hortense-Émilie Bouchet,Femme,56,Littoral,RH,Technique,1/19/2019,474139.43,24780.82,CDD,498920.25
Maurice Guyot,Femme,52,Couffo,Commercial,Support,9/9/2024,247774.29,53875.87,CDD,301650.16000000003
Henriette Mary,Femme,51,Littoral,Commercial,Technique,2/6/2018,120446.56,15868.84,Stage,136315.4
Valentine Lacroix-Arnaud,Homme,58,Atlantique,Manager,Commercial,9/17/2016,418571.35,28020.75,Consultant,446592.1
Aurélie Joly,Homme,49,Atlantique,Commercial,Technique,10/11/2020,154561.77,18300.45,CDD,172862.22
Stéphane Baron-Evrard,Homme,28,Collines,Commercial,Commercial,12/30/2015,254797.76,17534.74,Stage,272332.5
Claudine Perrin,Femme,52,Ouémé,RH,Commercial,12/10/2018,385959.05,20108.69,CDI,406067.74
Pénélope Olivier-Renard,Femme,55,Ouémé,Chargé de clientèle,RH,4/6/2022,97726.89,28223.95,Stage,125950.84
Denis Mary,Homme,60,Mono,Commercial,Support,10/27/2021,442886.46,110652.05,CDD,553538.51
Michèle-Julie Masse,Homme,24,Couffo,Manager,Finance,6/6/2017,244416.45,25120.46,Stage,269536.91000000003
Jeanne Robert,Homme,39,Atlantique,Technicien,Finance,1/3/2019,221607.95,16440.34,Stage,238048.29
Marine Launay,Femme,40,Donga,Développeur,Technique,1/30/2017,251277.3,71633.66,CDD,322910.95999999996
Luc Guillou,Homme,55,Couffo,RH,RH,6/11/2021,322338.38,41286.16,CDD,363624.54000000004
Marguerite Alves,Femme,37,Littoral,Manager,RH,10/8/2024,384234.94,107662.51,CDI,491897.45
Benjamin Martel,Femme,27,Couffo,Développeur,RH,12/2/2020,264052.25,27850.77,CDD,291903.02
Sylvie Allain,Homme,26,Alibori,Comptable,Technique,7/5/2020,134755.93,746.83,CDD,135502.75999999998
Marc Gaudin du Le Gall,Homme,43,Alibori,RH,IT,12/19/2015,498333.04,94018.37,Consultant,592351.4099999999
Danielle Pelletier-Maillot,Homme,46,Couffo,Commercial,Support,8/21/2024,239218.36,32114.14,CDD,271332.5
Benoît Laurent,Femme,45,Collines,Développeur,Support,11/27/2016,457226.33,23265.86,Stage,480492.19
Juliette de Goncalves,Homme,40,Zou,Développeur,Support,7/28/2022,89805.63,26354.34,Stage,116159.97
Roland Royer,Homme,41,Ouémé,Technicien,Commercial,5/19/2016,283186.95,30735.1,CDI,313922.05
Isabelle Menard,Femme,30,Alibori,Manager,IT,9/17/2021,207927.64,5200.27,CDD,213127.91
Théophile Aubert,Femme,44,Ouémé,Manager,RH,12/11/2016,356544.23,80401.11,Stage,436945.33999999997
Honoré Lebon,Femme,29,Couffo,Développeur,RH,5/17/2023,95654.42,12529.59,CDI,108184.01
Michel Le Pasquier,Femme,22,Donga,Commercial,RH,3/8/2021,372393.77,108225.39,CDD,480619.16000000003
